Applicant_ID,Age,Gender,Education,Marital_Status,Employment_Type,Annual_Income,Credit_Score,Loan_Amount_Requested,Loan_Term_Months,Dependents,Property_Area,Approval_Status
LAPP_1913,57,Female,Graduate,Married,Salaried,56676,622,166392,24,1,Urban,Rejected
LAPP_1914,40,Female,Graduate,Married,Salaried,70082,656,142294,84,1,Semi-Urban,Approved
LAPP_1915,46,Male,Graduate,Married,Self-Employed,97335,766,133603,36,2,Semi-Urban,Approved
LAPP_1916,49,Male,Undergraduate,Married,Salaried,32276,537,92554,12,1,Semi-Urban,Rejected
LAPP_1917,21,Male,Graduate,Married,Salaried,66190,643,62261,36,0,Urban,Approved
LAPP_1918,55,Male,Graduate,Married,Salaried,91363,734,320123,36,0,Semi-Urban,Rejected
LAPP_1919,26,Female,Undergraduate,Married,Salaried,40704,531,56055,60,1,Urban,Approved
LAPP_1920,57,Female,Undergraduate,Single,Self-Employed,46484,725,82048,36,1,Semi-Urban,Approved
LAPP_1921,25,Male,Graduate,Married,Salaried,80252,523,217824,36,1,Urban,Rejected
LAPP_1922,53,Female,Graduate,Single,Salaried,75674,633,38109,12,1,Rural,Rejected
LAPP_1923,34,Male,Graduate,Single,Unemployed,24795,516,53423,24,2,Rural,Rejected
LAPP_1924,32,Female,Graduate,Married,Salaried,48666,654,176651,60,3,Semi-Urban,Approved
LAPP_1925,62,Female,Graduate,Divorced,Salaried,99106,595,285569,36,0,Rural,Rejected
LAPP_1926,40,Male,Undergraduate,Single,Salaried,35035,559,65082,12,2,Urban,Rejected
LAPP_1927,44,Female,Postgraduate,Single,Unemployed,12972,529,36470,24,0,Rural,Rejected
LAPP_1928,63,Male,Graduate,Married,Unemployed,8955,518,33831,36,1,Urban,Rejected
LAPP_1929,54,Male,Graduate,Single,Salaried,77874,588,90125,60,1,Semi-Urban,Approved
LAPP_1930,45,Male,Graduate,Single,Salaried,82357,634,194471,60,1,Urban,Rejected
LAPP_1931,49,Male,Graduate,Married,Business Owner,160758,686,212454,12,0,Rural,Rejected
LAPP_1932,59,Female,Graduate,Married,Salaried,63930,621,223102,36,2,Semi-Urban,Rejected
LAPP_1933,51,Female,High School,Married,Salaried,30118,562,91067,36,0,Semi-Urban,Rejected
LAPP_1934,63,Female,Undergraduate,Single,Business Owner,82894,628,273862,84,0,Rural,Approved
LAPP_1935,43,Female,High School,Married,Salaried,38290,497,145522,36,0,Semi-Urban,Rejected
LAPP_1936,64,Female,Postgraduate,Single,Salaried,108223,622,142105,24,1,Semi-Urban,Approved
LAPP_1937,58,Male,Undergraduate,Married,Business Owner,68531,623,45951,36,0,Urban,Approved
LAPP_1938,40,Male,Undergraduate,Single,Salaried,69067,646,104854,36,0,Rural,Rejected
LAPP_1939,43,Male,Graduate,Married,Salaried,53954,630,102350,36,0,Rural,Rejected
LAPP_1940,36,Female,Undergraduate,Married,Salaried,49813,524,133900,12,0,Rural,Rejected
LAPP_1941,62,Female,High School,Single,Salaried,21665,640,71320,36,0,Urban,Rejected
LAPP_1942,28,Male,Graduate,Married,Salaried,63945,621,110261,36,0,Urban,Approved
LAPP_1943,41,Female,Postgraduate,Married,Salaried,73775,730,159150,24,1,Semi-Urban,Rejected
LAPP_1944,21,Female,Graduate,Married,Self-Employed,108904,533,353843,36,1,Urban,Rejected
LAPP_1945,28,Female,Postgraduate,Single,Business Owner,163982,670,211315,36,0,Urban,Rejected
LAPP_1946,49,Male,High School,Divorced,Salaried,23671,674,29824,60,1,Semi-Urban,Approved
LAPP_1947,52,Male,Undergraduate,Single,Self-Employed,56756,606,145426,12,0,Rural,Rejected
LAPP_1948,58,Male,Undergraduate,Married,Self-Employed,57281,568,116062,84,0,Rural,Approved
LAPP_1949,25,Male,Undergraduate,Married,Self-Employed,60724,551,232034,24,2,Urban,Rejected
LAPP_1950,42,Male,Postgraduate,Single,Salaried,65117,679,113929,24,1,Urban,Rejected
LAPP_1951,54,Female,High School,Single,Business Owner,45126,512,142527,60,3,Urban,Rejected
LAPP_1952,21,Male,Postgraduate,Married,Salaried,146130,639,371290,60,0,Semi-Urban,Rejected
LAPP_1953,46,Female,Undergraduate,Married,Salaried,31985,544,22102,12,2,Semi-Urban,Rejected
LAPP_1954,63,Male,Undergraduate,Married,Salaried,43754,570,34799,84,2,Semi-Urban,Approved
LAPP_1955,30,Female,Postgraduate,Single,Self-Employed,69223,649,83832,24,2,Rural,Rejected
LAPP_1956,50,Male,Undergraduate,Married,Salaried,69596,606,69667,36,3,Semi-Urban,Approved
LAPP_1957,38,Female,Postgraduate,Single,Salaried,89431,654,147811,12,0,Semi-Urban,Rejected
LAPP_1958,37,Female,Undergraduate,Married,Self-Employed,73104,539,184694,36,0,Semi-Urban,Rejected
LAPP_1959,46,Male,Graduate,Married,Business Owner,134428,732,350624,36,1,Semi-Urban,Approved
LAPP_1960,28,Male,Graduate,Married,Self-Employed,93103,647,238081,36,0,Semi-Urban,Rejected
LAPP_1961,60,Female,Graduate,Married,Salaried,95561,745,87116,36,2,Rural,Rejected
LAPP_1962,32,Male,Graduate,Married,Salaried,93674,607,243626,36,0,Semi-Urban,Rejected
LAPP_1963,47,Male,Graduate,Married,Self-Employed,73163,665,141505,84,2,Rural,Approved
LAPP_1964,28,Male,Undergraduate,Married,Salaried,65299,668,239039,24,0,Urban,Rejected
LAPP_1965,45,Male,Graduate,Married,Self-Employed,109664,687,404873,24,0,Urban,Rejected
LAPP_1966,24,Female,Graduate,Married,Salaried,69279,732,220903,60,3,Rural,Approved
LAPP_1967,53,Male,Undergraduate,Divorced,Business Owner,54794,509,162238,12,0,Semi-Urban,Rejected
LAPP_1968,21,Female,High School,Single,Salaried,27099,596,24452,36,0,Semi-Urban,Rejected
LAPP_1969,39,Female,Undergraduate,Single,Salaried,38038,576,30294,36,0,Semi-Urban,Approved
LAPP_1970,51,Female,High School,Married,Business Owner,56501,592,194528,36,2,Urban,Rejected
LAPP_1971,36,Female,Undergraduate,Married,Salaried,76959,732,153498,84,2,Semi-Urban,Approved
LAPP_1972,34,Female,Graduate,Married,Salaried,101109,599,210283,24,2,Rural,Rejected
LAPP_1973,25,Male,Undergraduate,Single,Business Owner,66655,672,231111,24,1,Rural,Rejected
LAPP_1974,61,Female,Undergraduate,Married,Salaried,38469,547,102904,24,0,Semi-Urban,Rejected
LAPP_1975,46,Female,Graduate,Married,Salaried,82730,711,93313,24,0,Semi-Urban,Approved
LAPP_1976,48,Female,Graduate,Single,Salaried,104776,653,129769,36,0,Rural,Rejected
LAPP_1977,22,Female,Undergraduate,Married,Salaried,33472,568,17483,36,1,Semi-Urban,Approved
LAPP_1978,26,Male,Graduate,Married,Salaried,116682,539,348569,60,1,Urban,Rejected
LAPP_1979,29,Male,Undergraduate,Married,Self-Employed,61311,592,134862,60,0,Urban,Approved
LAPP_1980,53,Female,Graduate,Single,Self-Employed,115494,617,441749,24,0,Semi-Urban,Rejected
LAPP_1981,61,Male,Undergraduate,Single,Salaried,49571,751,148665,12,0,Urban,Rejected
LAPP_1982,45,Female,Undergraduate,Married,Salaried,54172,623,46643,84,0,Urban,Approved
LAPP_1983,33,Male,Graduate,Married,Business Owner,144983,629,154464,12,0,Rural,Rejected
LAPP_1984,29,Male,Graduate,Single,Unemployed,24631,543,55568,84,0,Semi-Urban,Rejected
LAPP_1985,33,Male,Undergraduate,Married,Salaried,74437,528,278175,60,0,Rural,Rejected
LAPP_1986,51,Male,Postgraduate,Single,Business Owner,116206,772,158665,84,2,Semi-Urban,Approved
LAPP_1987,61,Male,Postgraduate,Single,Self-Employed,105885,753,358900,36,0,Semi-Urban,Rejected
LAPP_1988,31,Male,Undergraduate,Married,Salaried,54317,604,86524,24,2,Urban,Rejected
LAPP_1989,24,Female,Undergraduate,Married,Salaried,66565,764,96162,36,1,Rural,Approved
LAPP_1990,54,Female,Graduate,Single,Salaried,51914,624,189739,60,1,Urban,Approved
LAPP_1991,58,Male,Graduate,Married,Business Owner,130083,756,86550,24,0,Semi-Urban,Approved
LAPP_1992,24,Female,Graduate,Married,Self-Employed,62203,648,174951,60,1,Urban,Rejected
LAPP_1993,58,Female,Undergraduate,Single,Self-Employed,58348,591,37989,24,0,Urban,Rejected
LAPP_1994,39,Female,Graduate,Married,Salaried,61387,632,202741,36,0,Urban,Rejected
LAPP_1995,26,Male,Graduate,Married,Self-Employed,56004,633,190576,60,3,Semi-Urban,Approved
LAPP_1996,54,Female,Undergraduate,Married,Self-Employed,59870,538,217133,24,1,Rural,Rejected
LAPP_1997,38,Female,Undergraduate,Single,Business Owner,67860,644,78128,24,0,Semi-Urban,Approved
LAPP_1998,33,Male,Graduate,Married,Salaried,70906,701,66349,12,1,Semi-Urban,Rejected
LAPP_1999,61,Male,Graduate,Divorced,Self-Employed,63844,589,144438,24,0,Rural,Rejected
LAPP_2000,43,Female,Graduate,Single,Salaried,64551,611,93645,24,2,Semi-Urban,Rejected
LAPP_2001,39,Male,Graduate,Married,Self-Employed,74399,551,195077,24,1,Rural,Rejected
LAPP_2002,31,Female,Undergraduate,Married,Self-Employed,66241,583,152229,24,0,Semi-Urban,Rejected
LAPP_2003,21,Male,Graduate,Married,Salaried,48274,569,48611,60,0,Rural,Approved
LAPP_2004,44,Female,Undergraduate,Single,Self-Employed,78877,745,243528,84,1,Semi-Urban,Approved
LAPP_2005,27,Female,Postgraduate,Single,Salaried,63827,589,211474,36,1,Urban,Rejected
LAPP_2006,45,Male,Graduate,Single,Business Owner,153574,648,500000,24,1,Urban,Rejected
LAPP_2007,41,Male,High School,Married,Salaried,31923,595,60155,24,2,Urban,Rejected
LAPP_2008,35,Female,Graduate,Single,Self-Employed,55295,492,93010,60,1,Semi-Urban,Rejected
LAPP_2009,21,Female,Graduate,Married,Business Owner,131119,487,153792,36,0,Rural,Rejected
LAPP_2010,32,Female,Graduate,Single,Salaried,106829,548,121040,84,2,Semi-Urban,Approved
LAPP_2011,27,Male,Graduate,Single,Salaried,84889,648,137833,12,0,Rural,Rejected
LAPP_2012,35,Male,Graduate,Married,Salaried,74865,624,294695,60,1,Semi-Urban,Rejected
LAPP_2013,41,Male,Graduate,Married,Salaried,105437,711,86764,36,3,Semi-Urban,Approved
LAPP_2014,39,Female,Postgraduate,Single,Salaried,151218,573,212881,84,1,Urban,Approved
LAPP_2015,49,Male,High School,Single,Self-Employed,35240,595,28224,36,1,Semi-Urban,Approved
LAPP_2016,45,Male,Undergraduate,Married,Business Owner,89026,531,129774,36,0,Semi-Urban,Rejected
LAPP_2017,53,Female,Graduate,Married,Business Owner,136150,698,112106,36,2,Rural,Approved
LAPP_2018,52,Female,Undergraduate,Single,Salaried,66386,537,151299,60,0,Semi-Urban,Approved
LAPP_2019,55,Male,Undergraduate,Married,Self-Employed,47390,605,96402,24,2,Semi-Urban,Rejected
LAPP_2020,64,Male,Postgraduate,Married,Business Owner,167651,724,185954,24,0,Urban,Approved
LAPP_2021,58,Female,Postgraduate,Married,Salaried,88959,625,98907,36,0,Semi-Urban,Approved
LAPP_2022,46,Female,Postgraduate,Married,Salaried,92211,487,248175,24,0,Rural,Rejected
LAPP_2023,31,Male,Graduate,Single,Salaried,100000,755,185492,36,0,Semi-Urban,Approved
LAPP_2024,55,Female,Undergraduate,Divorced,Business Owner,62728,598,43701,84,2,Urban,Approved
LAPP_2025,28,Female,Graduate,Single,Salaried,105391,528,392125,36,2,Urban,Rejected
LAPP_2026,34,Male,High School,Married,Self-Employed,41785,656,80115,36,1,Semi-Urban,Rejected
LAPP_2027,30,Male,Graduate,Single,Salaried,78829,680,202485,36,0,Semi-Urban,Rejected
LAPP_2028,22,Male,Graduate,Married,Unemployed,24978,560,89894,60,0,Urban,Rejected
LAPP_2029,29,Female,Graduate,Married,Salaried,108582,751,207126,84,1,Rural,Approved
LAPP_2030,23,Male,Postgraduate,Divorced,Self-Employed,82349,569,277706,36,0,Semi-Urban,Rejected
LAPP_2031,41,Female,Graduate,Married,Salaried,52334,627,193721,36,2,Urban,Rejected
LAPP_2032,46,Female,Graduate,Divorced,Salaried,77006,671,85417,36,0,Semi-Urban,Rejected
LAPP_2033,28,Male,High School,Married,Self-Employed,36100,700,130816,36,1,Semi-Urban,Rejected
LAPP_2034,22,Female,High School,Single,Unemployed,6349,433,5837,36,2,Rural,Rejected
LAPP_2035,26,Female,Graduate,Married,Salaried,75917,780,111062,36,1,Urban,Approved
LAPP_2036,48,Male,Graduate,Married,Salaried,109174,740,363411,36,2,Urban,Rejected
LAPP_2037,49,Male,Postgraduate,Married,Salaried,99664,684,364012,36,2,Urban,Rejected
LAPP_2038,46,Male,High School,Single,Salaried,32178,550,93138,24,1,Urban,Rejected
LAPP_2039,45,Female,Undergraduate,Single,Salaried,78786,574,68298,84,1,Rural,Approved
LAPP_2040,32,Female,Undergraduate,Single,Self-Employed,46334,624,107980,36,0,Urban,Rejected
LAPP_2041,25,Male,Graduate,Single,Business Owner,145565,700,364526,36,2,Rural,Rejected
LAPP_2042,54,Female,Postgraduate,Single,Salaried,85449,672,127020,60,1,Semi-Urban,Rejected
LAPP_2043,57,Male,Undergraduate,Married,Salaried,72677,652,288493,36,2,Semi-Urban,Rejected
LAPP_2044,35,Male,Undergraduate,Married,Salaried,36229,630,60672,36,1,Rural,Rejected
LAPP_2045,64,Male,Graduate,Single,Salaried,53455,481,66064,60,0,Urban,Rejected
LAPP_2046,56,Male,High School,Single,Salaried,42286,602,37443,24,3,Urban,Rejected
LAPP_2047,35,Male,Undergraduate,Single,Salaried,58270,517,106328,36,0,Semi-Urban,Rejected
LAPP_2048,63,Female,Graduate,Married,Salaried,96895,659,283337,24,3,Urban,Rejected
LAPP_2049,43,Male,Undergraduate,Married,Salaried,42651,702,55871,36,0,Rural,Approved
LAPP_2050,26,Female,Undergraduate,Divorced,Salaried,39730,532,126873,24,0,Rural,Rejected
LAPP_2051,64,Male,Undergraduate,Single,Salaried,72830,597,70929,60,1,Rural,Approved
LAPP_2052,63,Male,Undergraduate,Married,Salaried,49251,570,100552,24,3,Rural,Rejected
LAPP_2053,41,Male,Undergraduate,Single,Business Owner,55636,567,164588,60,2,Semi-Urban,Rejected
LAPP_2054,43,Female,High School,Divorced,Self-Employed,28111,639,27368,60,2,Semi-Urban,Approved
LAPP_2055,63,Male,Graduate,Married,Business Owner,147397,751,382119,36,0,Urban,Rejected
LAPP_2056,36,Male,Graduate,Single,Salaried,95460,742,314668,36,0,Semi-Urban,Rejected
LAPP_2057,35,Female,Graduate,Divorced,Salaried,94990,568,245494,60,1,Urban,Rejected
LAPP_2058,45,Male,Undergraduate,Divorced,Salaried,56558,668,129524,12,1,Rural,Rejected
LAPP_2059,56,Male,Undergraduate,Divorced,Salaried,58147,690,199679,12,2,Rural,Rejected
LAPP_2060,31,Female,Postgraduate,Single,Self-Employed,128936,773,500000,24,2,Urban,Rejected
LAPP_2061,35,Male,Undergraduate,Married,Salaried,43741,539,49628,36,1,Urban,Rejected
LAPP_2062,24,Male,Undergraduate,Married,Salaried,42960,455,125430,24,2,Semi-Urban,Rejected
LAPP_2063,41,Male,High School,Married,Salaried,43622,590,34125,24,2,Semi-Urban,Approved
LAPP_2064,33,Male,Graduate,Married,Salaried,47479,802,30858,36,3,Semi-Urban,Approved
LAPP_2065,42,Male,Postgraduate,Married,Unemployed,23043,520,34169,12,1,Semi-Urban,Rejected
LAPP_2066,39,Male,Graduate,Married,Salaried,98255,679,383019,24,2,Rural,Rejected
LAPP_2067,54,Male,Undergraduate,Married,Self-Employed,58125,473,141399,84,1,Urban,Rejected
LAPP_2068,34,Male,Undergraduate,Married,Salaried,49075,735,70616,36,0,Semi-Urban,Rejected
LAPP_2069,24,Female,Undergraduate,Single,Unemployed,14002,445,13498,36,0,Semi-Urban,Rejected
LAPP_2070,47,Male,Graduate,Married,Salaried,104944,487,390459,12,0,Urban,Rejected
LAPP_2071,49,Male,Graduate,Single,Self-Employed,48377,625,85544,36,0,Semi-Urban,Rejected
LAPP_2072,48,Female,Undergraduate,Single,Salaried,43178,622,67938,24,0,Rural,Rejected
LAPP_2073,55,Female,Postgraduate,Married,Self-Employed,94484,753,330965,84,2,Rural,Approved
LAPP_2074,28,Male,Graduate,Divorced,Salaried,58555,669,153145,36,1,Semi-Urban,Rejected
LAPP_2075,36,Female,High School,Single,Salaried,19504,449,21263,84,0,Rural,Rejected
LAPP_2076,62,Male,Graduate,Married,Business Owner,123092,668,243142,60,1,Urban,Approved
LAPP_2077,56,Male,Undergraduate,Married,Unemployed,14949,553,56040,36,1,Rural,Rejected
LAPP_2078,50,Female,Postgraduate,Married,Salaried,63514,536,232093,36,0,Urban,Rejected
LAPP_2079,38,Male,Undergraduate,Married,Business Owner,61149,649,45579,60,0,Semi-Urban,Approved
LAPP_2080,22,Male,High School,Married,Salaried,29358,658,42279,36,2,Urban,Approved
LAPP_2081,33,Male,Undergraduate,Single,Business Owner,83145,573,86544,12,2,Rural,Rejected
LAPP_2082,24,Male,Undergraduate,Single,Self-Employed,75695,594,179271,36,1,Urban,Rejected
LAPP_2083,46,Male,Graduate,Single,Salaried,103064,634,322068,24,1,Urban,Rejected
LAPP_2084,45,Female,Graduate,Married,Business Owner,152816,638,234481,60,0,Semi-Urban,Approved
LAPP_2085,50,Male,Graduate,Married,Business Owner,147193,656,464097,36,1,Urban,Rejected
LAPP_2086,31,Female,Undergraduate,Married,Salaried,59407,565,168745,84,1,Urban,Approved
LAPP_2087,27,Female,Graduate,Married,Self-Employed,83053,633,253210,36,2,Semi-Urban,Rejected
LAPP_2088,51,Female,Graduate,Married,Salaried,97272,611,371467,60,0,Urban,Rejected
LAPP_2089,64,Female,Graduate,Single,Business Owner,136336,718,270782,24,2,Urban,Rejected
LAPP_2090,30,Female,Graduate,Married,Self-Employed,112318,605,190826,36,0,Urban,Rejected
LAPP_2091,59,Male,Graduate,Single,Salaried,96546,704,279352,84,1,Urban,Approved
LAPP_2092,33,Male,Postgraduate,Married,Self-Employed,62940,573,209366,60,1,Semi-Urban,Rejected
LAPP_2093,51,Male,Postgraduate,Divorced,Salaried,94832,694,110958,36,1,Semi-Urban,Approved
LAPP_2094,27,Female,Undergraduate,Single,Salaried,71574,557,247917,24,1,Semi-Urban,Rejected
LAPP_2095,62,Female,Postgraduate,Single,Salaried,149129,757,104760,36,0,Urban,Approved
LAPP_2096,62,Male,Graduate,Married,Salaried,71966,519,37593,60,1,Semi-Urban,Rejected
LAPP_2097,56,Male,Postgraduate,Single,Self-Employed,138151,684,145679,24,0,Semi-Urban,Rejected
LAPP_2098,40,Male,Graduate,Single,Salaried,107262,611,421039,60,0,Semi-Urban,Rejected
LAPP_2099,24,Female,Graduate,Single,Salaried,54314,600,126686,36,0,Urban,Rejected
LAPP_2100,27,Male,Undergraduate,Single,Self-Employed,73366,534,48640,24,1,Urban,Approved
LAPP_2101,21,Female,Graduate,Single,Salaried,68683,597,274053,60,0,Urban,Rejected
LAPP_2102,64,Female,Undergraduate,Married,Salaried,60865,561,189119,24,0,Urban,Rejected
LAPP_2103,62,Male,Graduate,Single,Salaried,84035,636,288493,24,1,Urban,Rejected
LAPP_2104,33,Male,Postgraduate,Single,Self-Employed,121495,631,151296,60,3,Semi-Urban,Approved
LAPP_2105,42,Male,Undergraduate,Married,Salaried,68153,650,59229,60,2,Semi-Urban,Approved
LAPP_2106,41,Male,Graduate,Married,Salaried,77022,636,177366,24,3,Rural,Rejected
LAPP_2107,42,Male,Undergraduate,Married,Salaried,75471,763,241704,84,1,Semi-Urban,Approved
LAPP_2108,48,Male,Graduate,Single,Business Owner,144368,646,394446,24,1,Semi-Urban,Rejected
LAPP_2109,29,Female,Undergraduate,Married,Salaried,54183,598,146765,84,2,Semi-Urban,Rejected
LAPP_2110,46,Male,Graduate,Married,Unemployed,16098,817,50706,60,0,Urban,Approved
LAPP_2111,29,Male,Undergraduate,Married,Self-Employed,75973,606,98352,36,0,Semi-Urban,Approved
LAPP_2112,35,Female,Undergraduate,Single,Business Owner,111481,716,313854,24,0,Semi-Urban,Rejected
LAPP_2113,30,Female,Graduate,Married,Salaried,103249,681,193322,36,0,Semi-Urban,Rejected
LAPP_2114,44,Male,High School,Single,Salaried,37020,770,27547,24,1,Rural,Approved
LAPP_2115,62,Female,Postgraduate,Married,Business Owner,166866,607,201490,36,1,Urban,Approved
LAPP_2116,28,Male,Undergraduate,Single,Salaried,67173,506,220261,36,0,Urban,Rejected
LAPP_2117,44,Female,Undergraduate,Divorced,Salaried,52384,538,190455,24,3,Semi-Urban,Rejected
LAPP_2118,36,Female,Graduate,Married,Salaried,105938,659,157834,60,1,Semi-Urban,Approved
LAPP_2119,46,Female,Undergraduate,Married,Unemployed,14911,523,17390,24,1,Urban,Rejected
LAPP_2120,47,Male,Graduate,Single,Self-Employed,102162,504,60636,36,3,Semi-Urban,Approved
LAPP_2121,57,Female,Graduate,Married,Salaried,52083,562,198797,24,0,Urban,Rejected
LAPP_2122,24,Male,High School,Married,Self-Employed,19030,605,55063,60,2,Semi-Urban,Approved
LAPP_2123,44,Male,Undergraduate,Single,Salaried,71148,566,273891,36,0,Urban,Rejected
LAPP_2124,39,Male,Graduate,Divorced,Self-Employed,64045,701,225660,60,1,Semi-Urban,Approved
LAPP_2125,56,Male,Graduate,Single,Salaried,87110,572,147358,12,3,Semi-Urban,Rejected
LAPP_2126,59,Male,Undergraduate,Married,Business Owner,55289,631,49449,24,1,Rural,Approved
LAPP_2127,30,Female,Graduate,Married,Salaried,48380,577,108695,24,0,Rural,Rejected
LAPP_2128,45,Female,Graduate,Married,Salaried,104639,666,62139,24,0,Semi-Urban,Approved
LAPP_2129,38,Male,Graduate,Single,Salaried,88948,658,91145,24,0,Semi-Urban,Rejected
LAPP_2130,39,Male,Undergraduate,Single,Salaried,57430,728,75636,36,2,Semi-Urban,Approved
LAPP_2131,56,Male,Undergraduate,Single,Self-Employed,78245,693,221414,36,0,Urban,Rejected
LAPP_2132,30,Male,Graduate,Married,Salaried,57877,581,132224,60,0,Urban,Rejected
LAPP_2133,53,Male,Undergraduate,Single,Salaried,44269,661,68991,36,2,Urban,Approved
LAPP_2134,25,Female,Graduate,Married,Salaried,99606,687,246693,36,0,Semi-Urban,Rejected
LAPP_2135,55,Male,Undergraduate,Married,Salaried,69874,781,65556,84,2,Semi-Urban,Approved
LAPP_2136,64,Male,High School,Single,Salaried,28634,607,90053,36,0,Urban,Rejected
LAPP_2137,54,Male,Undergraduate,Married,Salaried,78573,637,235100,36,0,Semi-Urban,Rejected
LAPP_2138,53,Female,Postgraduate,Single,Salaried,147226,779,185174,84,0,Semi-Urban,Approved
LAPP_2139,41,Female,High School,Single,Salaried,17841,452,46785,84,3,Semi-Urban,Rejected
LAPP_2140,37,Female,Undergraduate,Divorced,Salaried,40030,589,90530,36,1,Semi-Urban,Rejected
LAPP_2141,42,Female,Undergraduate,Single,Business Owner,73610,679,52473,36,0,Urban,Approved
LAPP_2142,57,Male,Postgraduate,Single,Self-Employed,68425,711,100826,36,1,Urban,Approved
LAPP_2143,35,Male,Graduate,Single,Salaried,101627,488,406324,60,1,Rural,Rejected
LAPP_2144,55,Female,Graduate,Married,Self-Employed,78002,550,66174,84,0,Urban,Approved
LAPP_2145,48,Male,High School,Married,Business Owner,36057,435,81937,36,2,Semi-Urban,Rejected
LAPP_2146,27,Female,Undergraduate,Single,Salaried,64214,673,222993,60,0,Semi-Urban,Rejected
LAPP_2147,52,Male,Graduate,Single,Business Owner,95463,667,148185,36,0,Rural,Rejected
LAPP_2148,31,Male,Graduate,Single,Salaried,69833,718,98637,24,1,Semi-Urban,Approved
LAPP_2149,30,Male,Postgraduate,Married,Business Owner,204198,711,500000,60,0,Semi-Urban,Approved
LAPP_2150,29,Female,Undergraduate,Married,Salaried,77058,779,120742,36,3,Urban,Approved
LAPP_2151,34,Female,Undergraduate,Married,Salaried,45751,539,127198,24,0,Rural,Rejected
LAPP_2152,33,Male,Postgraduate,Single,Salaried,128280,634,396525,84,2,Semi-Urban,Approved
LAPP_2153,45,Male,Undergraduate,Single,Unemployed,15419,622,50268,36,0,Urban,Rejected
LAPP_2154,22,Male,Undergraduate,Single,Self-Employed,59752,555,237912,36,2,Semi-Urban,Rejected
LAPP_2155,55,Male,Undergraduate,Married,Salaried,32020,642,106023,60,0,Semi-Urban,Rejected
LAPP_2156,27,Male,Undergraduate,Married,Salaried,69202,608,193733,84,3,Urban,Approved
LAPP_2157,41,Male,Undergraduate,Single,Salaried,36776,593,133648,60,0,Semi-Urban,Rejected
LAPP_2158,38,Male,Graduate,Single,Salaried,53856,605,197657,36,2,Semi-Urban,Rejected
LAPP_2159,23,Male,Graduate,Married,Salaried,88802,675,346867,36,1,Semi-Urban,Rejected
LAPP_2160,62,Male,High School,Single,Salaried,44546,601,143332,24,1,Semi-Urban,Rejected
LAPP_2161,59,Male,Graduate,Married,Business Owner,132571,604,156731,36,0,Semi-Urban,Rejected
LAPP_2162,61,Male,Graduate,Single,Self-Employed,67211,644,200579,84,2,Semi-Urban,Rejected
LAPP_2163,31,Male,Undergraduate,Single,Salaried,75986,578,57973,60,0,Semi-Urban,Approved
LAPP_2164,59,Male,Postgraduate,Single,Salaried,114993,601,185468,12,2,Semi-Urban,Rejected
LAPP_2165,44,Female,Graduate,Single,Business Owner,100150,527,90668,24,1,Urban,Approved
LAPP_2166,39,Male,Graduate,Married,Self-Employed,76422,695,292298,84,3,Urban,Approved
LAPP_2167,24,Male,Graduate,Single,Self-Employed,54226,650,91405,60,1,Rural,Approved
LAPP_2168,46,Male,Undergraduate,Single,Unemployed,13680,692,40988,36,0,Rural,Rejected
LAPP_2169,58,Female,Graduate,Single,Self-Employed,74612,643,186501,36,1,Urban,Rejected
LAPP_2170,62,Female,Graduate,Single,Salaried,97425,736,85372,24,0,Semi-Urban,Approved
LAPP_2171,52,Female,Graduate,Married,Salaried,53369,558,131538,60,0,Rural,Rejected
LAPP_2172,59,Female,Postgraduate,Divorced,Unemployed,19804,474,55720,36,0,Urban,Rejected
LAPP_2173,56,Male,Graduate,Single,Salaried,49646,573,177996,36,2,Semi-Urban,Rejected
LAPP_2174,60,Female,Graduate,Married,Salaried,84453,637,62942,36,2,Urban,Approved
LAPP_2175,57,Female,Undergraduate,Single,Salaried,35598,641,54632,36,0,Semi-Urban,Rejected
LAPP_2176,53,Male,High School,Married,Self-Employed,40262,705,117693,24,1,Rural,Rejected
LAPP_2177,56,Male,Undergraduate,Married,Unemployed,12019,623,7453,84,0,Rural,Approved
LAPP_2178,23,Male,High School,Married,Salaried,21170,739,25667,84,0,Semi-Urban,Approved
LAPP_2179,29,Female,Postgraduate,Single,Salaried,86377,637,109296,60,0,Semi-Urban,Approved
LAPP_2180,28,Male,Graduate,Single,Business Owner,131512,665,373841,84,2,Semi-Urban,Approved
LAPP_2181,53,Female,Undergraduate,Single,Salaried,40569,640,60888,36,3,Urban,Approved
LAPP_2182,26,Male,Graduate,Single,Salaried,46133,626,119880,24,0,Urban,Rejected
LAPP_2183,61,Male,Undergraduate,Married,Business Owner,82247,675,319013,60,0,Rural,Rejected
LAPP_2184,59,Male,Graduate,Married,Salaried,58686,547,192275,36,0,Urban,Rejected
LAPP_2185,24,Male,Graduate,Married,Salaried,80689,680,134360,36,3,Semi-Urban,Rejected
LAPP_2186,33,Female,High School,Single,Self-Employed,26808,767,57728,24,0,Semi-Urban,Rejected
LAPP_2187,22,Female,Graduate,Divorced,Salaried,78038,556,93829,36,1,Rural,Rejected
LAPP_2188,25,Male,Postgraduate,Married,Business Owner,171445,680,95155,36,2,Semi-Urban,Approved
LAPP_2189,64,Female,Graduate,Single,Salaried,48567,534,73530,24,0,Semi-Urban,Rejected
LAPP_2190,47,Male,Graduate,Divorced,Salaried,57719,676,103486,24,1,Semi-Urban,Rejected
